documento_idno,archivo_idno,archivo_nombre,archivo_nombre_abreviado,archivo_ubicacion_lugar_id,fondo,subfondo,serie,subserie,tipo_udc,unidad_documental_compuesta,tipo_documento,sigla_documento,resumen,deteriorado,fecha_inicial,fecha_inicial_raw,fecha_inicial_aproximada,fecha_final,fecha_final_raw,fecha_final_aproximada,folio_inicial,folio_final,evento_valor_sp,evento_forma_de_pago,evento_total,notas
mx-sv-doc-001615,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Lorenza, mulata de la ciudad de México de 21 años",False,1652-01-01,1652,False,1652-01-01,1652,False,167r,,350,pesos de oro común en reales,,"Contrato de compra-venta de Lorenza, mujer mulata esclavizada de 21 años de edad, realizado en la ciudad de México."
mx-sv-doc-001613,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Andres, negro de Angola de 32 años",False,1652-01-01,1652,False,1652-01-01,1652,False,132r,,340,pesos de oro común en reales,,"Contrato de compra-venta de Andres, varón negro de Angola esclavizado de 32 años de edad, realizado en la ciudad de México."
mx-sv-doc-001612,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Francisco, negro Bran de 27 años",False,1652-01-01,1652,False,1652-01-01,1652,False,124r,,370,pesos de oro común en reales,,"Contrato de compra-venta de Francisco, varón negro Bran esclavizado de 27 años de edad, realizado en la ciudad de México."
mx-sv-doc-001611,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Diego Garcia, negro criollo de la ciudad de México de 9 años",False,1652-01-01,1652,False,1652-01-01,1652,False,107v,,227,pesos de oro común en reales,,"Contrato de compra-venta de Diego Garcia, varón negro criollo esclavizado de 9 años de edad, realizado en la ciudad de México."
mx-sv-doc-001610,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Juana, negra criolla de la ciudad de México de 16 años",False,1652-01-01,1652,False,1652-01-01,1652,False,103v,,300,pesos de oro común en reales,,"Contrato de compra-venta de Juana, mujer negra criolla esclavizada de 16 años de edad, realizado en la ciudad de México."
mx-sv-doc-001609,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Antoni de Mansilla, mulato de la ciudad de México de 20 años",False,1652-01-01,1652,False,1652-01-01,1652,False,38r,,320,pesos de oro común en reales,,"Contrato de compra-venta de Antoni de Mansilla, varón mulato esclavizado de 20 años de edad, realizado en la ciudad de México."
mx-sv-doc-001608,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Domingo, negro criollo de la ciudad de México de 32 años",False,1652-01-01,1652,False,1652-01-01,1652,False,35v,,400,pesos de oro común en reales,,"Contrato de compra-venta de Domingo, varón negro criollo esclavizado de 32 años de edad, realizado en la ciudad de México."
mx-sv-doc-001607,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Juana, negra de Angola de 30 años",False,1652-01-01,1652,False,1652-01-01,1652,False,33v,,300,pesos de oro común en reales,,"Contrato de compra-venta de Juana, mujer negra de Angola esclavizada de 30 años de edad, realizado en la ciudad de México."
mx-sv-doc-001606,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Teresa de Jesus, negra de la ciudad de México de 12 años",False,1652-01-01,1652,False,1652-01-01,1652,False,30r,,315,pesos de oro común en reales,,"Contrato de compra-venta de Teresa de Jesus, mujer negra esclavizada de 12 años de edad, realizado en la ciudad de México."
mx-sv-doc-001605,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Estaban, negro criollo de Merida de 19 años",False,1652-01-01,1652,False,1652-01-01,1652,False,22v,,375,pesos de oro común en reales,,"Contrato de compra-venta de Estaban, varón negro criollo de Merida esclavizado de 19 años de edad, realizado en la ciudad de México."
mx-sv-doc-001604,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Jusepa, mulatilla de la ciudad México de 7 años",False,1652-01-01,1652,False,1652-01-01,1652,False,1r,,205,pesos de oro común en reales,,"Contrato de compra-venta de Jusepa, mujer mulatilla esclavizada de 7 años de edad, realizado en la ciudad de México."
mx-sv-doc-001603,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Mateo, negro de Congo de 25 años",False,1651-01-01,1651,False,1651-01-01,1651,False,197v,,375,pesos de oro común en reales,,"Contrato de compra-venta de Mateo, varón negro de Congo esclavizado de 25 años de edad, realizado en la ciudad de México."
mx-sv-doc-001602,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Antonio, negro criollo de la ciudad de México de 12 años",False,1651-01-01,1651,False,1651-01-01,1651,False,186v,,260,pesos de oro común en reales,,"Contrato de compra-venta de Antonio, varón negro criollo esclavizado de 12 años de edad, realizado en la ciudad de México."
mx-sv-doc-001601,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Luisa de la Ascencion, mulata de la ciudad de México de 29 años",False,1651-01-01,1651,False,1651-01-01,1651,False,153r,,335,pesos de oro común en reales,,"Contrato de compra-venta de Luisa de la Ascencion, mujer mulata esclavizada de 29 años de edad, realizado en la ciudad de México."
mx-sv-doc-001600,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Maria, negra de tierra Noba de 45 años",False,1651-01-01,1651,False,1651-01-01,1651,False,120v,,220,pesos de oro común en reales,,"Contrato de compra-venta de Maria, mujer negra de tierra Noba esclavizada de 45 años de edad, realizado en la ciudad de México."
mx-sv-doc-001599,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Cristina, negra de Angola de 30 años",False,1651-01-01,1651,False,1651-01-01,1651,False,115v,,355,pesos de oro común en reales,,"Contrato de compra-venta de Cristina, mujer negra de Angola esclavizada de 30 años de edad, realizado en la ciudad de México."
mx-sv-doc-001598,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Nicolas, mulato criollo de la ciudad de México de 22 años",False,1651-01-01,1651,False,1651-01-01,1651,False,93v,,330,pesos de oro común en reales,,"Contrato de compra-venta de Nicolas, varón mulato criollo esclavizado de 22 años de edad, realizado en la ciudad de México."
mx-sv-doc-001597,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Ana, mulata criolla de la ciudad de México de 34 años",False,1651-01-01,1651,False,1651-01-01,1651,False,64r,,420,pesos de oro común en reales,,"Contrato de compra-venta de Ana, mujer mulata criolla esclavizada de 34 años de edad, realizado en la ciudad de México."
mx-sv-doc-001596,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Jusepe de la Cruz, negro criollo de la ciudad de México de 20 años",False,1651-01-01,1651,False,1651-01-01,1651,False,37r,,370,pesos de oro común en reales,,"Contrato de compra-venta de Jusepe de la Cruz, varón negro criollo esclavizado de 20 años de edad, realizado en la ciudad de México."
mx-sv-doc-001595,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Maria, negra de tierra Matamba de 40 años",False,1650-01-01,1650,False,1650-01-01,1650,False,92v,,350,pesos de oro común en reales,,"Contrato de compra-venta de Maria, mujer negra de tierra Matamba esclavizada de 40 años de edad, realizado en la ciudad de México."
mx-sv-doc-001594,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Isabel, negra criolla de la cuidad de México de 13 años",False,1650-01-01,1650,False,1650-01-01,1650,False,90r,,280,pesos de oro común en reales,,"Contrato de compra-venta de Isabel, mujer negra criolla esclavizada de 13 años de edad, realizado en la ciudad de México."
mx-sv-doc-001593,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Cristobal, negro de Angola de 34 años",False,1650-01-01,1650,False,1650-01-01,1650,False,48v,,500,pesos de oro común en reales,,"Contrato de compra-venta de Cristobal, varón negro de Angola esclavizado de 34 años de edad y que antes de su confirmación se llamaba Gonzalo, realizado en la ciudad de México."
mx-sv-doc-001592,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Francisca de la Cruz, mulata de la ciudad de México de 20 años",False,1650-01-01,1650,False,1650-01-01,1650,False,38v,,375,pesos de oro común en reales,,"Contrato de compra-venta de Francisca de la Cruz, mujer mulata esclavizada de 20 años de edad, realizado en la ciudad de México."
mx-sv-doc-001591,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Salvador, negro criollo de la ciudad de México de 32 años",False,1650-01-01,1650,False,1650-01-01,1650,False,20v,,222,pesos de oro común en reales,,"Contrato de compra-venta de Salvador, varón negro criollo esclavizado de 32 años de edad, realizado en la ciudad de México."
mx-sv-doc-001590,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Maria, negra de Angola de 35 años",False,1650-01-01,1650,False,1650-01-01,1650,False,9v,,360,pesos de oro común en reales,,"Contrato de compra-venta de Maria, mujer negra de Angola esclavizada de 35 años de edad, realizado en la ciudad de México."
mx-sv-doc-001589,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726bis,Carta de compra/venta,,"Mariana, negra de Angola de 50 años",False,1650-01-01,1650,False,1650-01-01,1650,False,4v,,260,pesos de oro común en reales,,"Contrato de compra-venta de Mariana, mujer negra de Angola esclavizada de 50 años de edad, realizado en la ciudad de México."
mx-sv-doc-001588,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Manuel, negro de Angola de 35 años",False,1655-01-01,1655,False,1655-01-01,1655,False,293r,,400,pesos de oro común en reales,,"Contrato de compra-venta de Manuel, varón negro de Angola esclavizado de 35 años de edad, realizado en la ciudad de México."
mx-sv-doc-001587,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Isabel, negra de la ciudad de México de 42 años",False,1655-01-01,1655,False,1655-01-01,1655,False,272r,,300,pesos de oro común en reales,,"Contrato de compra-venta de Isabel, mujer negra esclavizada de 42 años de edad, realizado en la ciudad de México."
mx-sv-doc-001586,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Jusepe, negro criollo de la ciudad de México de 15 años",False,1655-01-01,1655,False,1655-01-01,1655,False,267v,,340,pesos de oro común en reales,,"Contrato de compra-venta de Jusepe, varón negro criollo esclavizado de 15 años de edad, realizado en la ciudad de México."
mx-sv-doc-001585,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Ignacio, negro criollo de la ciudad de México de 8 años",False,1655-01-01,1655,False,1655-01-01,1655,False,259v,,140,pesos de oro común en reales,,"Contrato de compra-venta de Ignacio, varón negro criollo esclavizado de 8 años de edad, realizado en la ciudad de México."
mx-sv-doc-001584,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Maria, mulata de la ciudad de México de 14 años",False,1655-01-01,1655,False,1655-01-01,1655,False,259r,,300,pesos de oro común en reales,,"Contrato de compra-venta de Maria, mujer mulata esclavizada de 14 años de edad, realizado en la ciudad de México."
mx-sv-doc-001583,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Juan, negro criollo de Guadalajara de 18 años",False,1654-01-01,1654,False,1654-01-01,1654,False,220r,,300,pesos de oro común en reales,,"Contrato de compra-venta de Juan, varón negro criollo de Guadalajara esclavizado de 18 años de edad, realizado en la ciudad de México."
mx-sv-doc-001582,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Simon, negro de Congo de 50 años",False,1654-01-01,1654,False,1654-01-01,1654,False,218r,,100,pesos de oro común en reales,,"Contrato de compra-venta de Simon, varón negro de Congo esclavizado de 50 años de edad, realizado en la ciudad de México."
mx-sv-doc-001581,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Domingo, negro criollo de la ciudad de México de 17 años",False,1654-01-01,1654,False,1654-01-01,1654,False,216r,,335,pesos de oro común en reales,,"Contrato de compra-venta de Domingo, varón negro criollo esclavizado de 17 años de edad, realizado en la ciudad de México."
mx-sv-doc-001580,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Francisco, negro de Angola de 20 años",False,1654-01-01,1654,False,1654-01-01,1654,False,215r,,412,pesos de oro común en reales,,"Contrato de compra-venta de Francisco, varón negro de Angola esclavizado de 20 años de edad, realizado en la ciudad de México."
mx-sv-doc-001579,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Nicolasa, mulata de la ciudad de México de 30 años y su hijo de 7 meses",False,1654-01-01,1654,,1654-01-01,1654,,209r,,450,pesos de oro común en reales,,"Contrato de compra-venta de Nicolasa, mujer mulata esclavizada de 30 años de edad y su hijo de 7 meses, realizado en la ciudad de México."
mx-sv-doc-001578,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Dominga, negra de la ciudad de México de 50 años",False,1654-01-01,1654,False,1654-01-01,1654,False,208r,,225,pesos de oro común en reales,,"Contrato de compra-venta de Dominga, mujer negra esclavizada de 50 años de edad, realizado en la ciudad de México."
mx-sv-doc-001577,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Luis Geronimo, negro criollo de la ciudad de México de 21 años",False,1654-01-01,1654,False,1654-01-01,1654,False,202v,,420,pesos de oro común en reales,,"Contrato de compra-venta de Luis Geronimo, varón negro criollo esclavizado de 21 años de edad, realizado en la ciudad de México."
mx-sv-doc-001576,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Juan, negro criollo de la ciudad de México de 19 años",False,1654-01-01,1654,False,1654-01-01,1654,False,202r,,200,pesos de oro común en reales,,"Contrato de compra-venta de Juan, varón negro criollo esclavizado de 19 años de edad, realizado en la ciudad de México."
mx-sv-doc-001575,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Nicolas, negro criollo de Michoacan de 35 años",False,1654-01-01,1654,False,1654-01-01,1654,False,199r,,380,pesos de oro común en reales,,"Contrato de compra-venta de Nicolas, varón negro criollo esclavizado de 35 años de edad, realizado en la ciudad de México."
mx-sv-doc-001574,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Marcos de la Cruz, negro criollo de la ciudad de México de 22 años",False,1654-01-01,1654,False,1654-01-01,1654,False,196r,,400,pesos de oro común en reales,,"Contrato de compra-venta de Marcos de la Cruz, varón negro criollo esclavizado de 22 años de edad, realizado en la ciudad de México."
mx-sv-doc-001573,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Diego de Cabrera, mulato de la ciudad de México de 32 años",False,1654-01-01,1654,False,1654-01-01,1654,False,190v,,300,pesos de oro común en reales,,"Contrato de compra-venta de Diego de Cabrera, varón mulato esclavizado de 32 años de edad, realizado en la ciudad de México."
mx-sv-doc-001572,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Lucas, negro criollo de la ciudad de México de 13 años",False,1654-01-01,1654,False,1654-01-01,1654,False,172v,,330,pesos de oro común en reales,,"Contrato de compra-venta de Lucas, varón negro criollo esclavizado de 13 años de edad, realizado en la ciudad de México."
mx-sv-doc-001571,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Phelipe, mulato de la ciudad de México de 19 años",False,1654-01-01,1654,False,1654-01-01,1654,False,172r,,430,pesos de oro común en reales,,"Contrato de compra-venta de Phelipe, varón mulato esclavizado de 19 años de edad, realizado en la ciudad de México."
mx-sv-doc-001570,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Martin, negro de Angola de 20 años",False,1653-01-01,1653,False,1653-01-01,1653,False,155r,,360,pesos de oro común en reales,,"Contrato de compra-venta de Martin, varón negro de Angola esclavizado de 20 años de edad, realizado en la ciudad de México."
mx-sv-doc-001569,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Juan, negro criollo de la ciudad de México de 17 años",False,1653-01-01,1653,False,1653-01-01,1653,False,149r,,300,pesos de oro común en reales,,"Contrato de compra-venta de Juan, varón negro criollo esclavizado de 17 años de edad, realizado en la ciudad de México."
mx-sv-doc-001568,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Antonia, mulata criolla de la ciudad de México de 18 años",False,1653-01-01,1653,False,1653-01-01,1653,False,129r,,360,pesos de oro común en reales,,"Contrato de compra-venta de Antonia, mujer mulata criolla esclavizada de 18 años de edad, realizado en la ciudad de México."
mx-sv-doc-001567,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Margarita, negra criolla de Campeche de 27 años de edad, y su hijo de 5 meses",False,1653-01-01,1653,False,1653-01-01,1653,False,122r,,450,pesos de oro común en reales,,"Contrato de compra-venta de Margarita, mujer negra criolla esclavizada de 27 años de edad y su hijo de 5 meses de edad, realizado en la ciudad de México."
mx-sv-doc-001566,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Felipe, mulato blanco de la ciudad de México de 18 años",False,1653-01-01,1653,False,1653-01-01,1653,False,118r,,285,pesos de oro común en reales,,"Contrato de compra-venta de Felipe, varón mulato blanco esclavizado de 18 años de edad, realizado en la ciudad de México."
mx-sv-doc-001565,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Francisco, negro criollo de la ciudad de México de 16 años",False,1652-01-01,1652,False,1652-01-01,1652,False,110r,,308,pesos de oro común en reales,,"Contrato de compra-venta de Francisco, varón negro criollo esclavizado de 16 años de edad, realizado en la ciudad de México."
mx-sv-doc-001564,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Nicolasa, negra criolla de la ciudad de México de 30 años",False,1652-01-01,1652,False,1652-01-01,1652,False,96v,,350,pesos de oro común en reales,,"Contrato de compra-venta de Nicolasa, mujer negra criolla esclavizada de 30 años de edad, realizado en la ciudad de México."
mx-sv-doc-001563,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Juan de Ortega, mulato de la ciudad de México de 23 años",False,1652-01-01,1652,False,1652-01-01,1652,False,93r,,350,pesos de oro común en reales,,"Contrato de compra-venta de Juan de Ortega, varón mulato esclavizado de 23 años de edad, realizado en la ciudad de México."
mx-sv-doc-001562,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Antonio de la Cruz, mulato de la ciudad de México de 36 años",False,1651-01-01,1651,False,1651-01-01,1651,False,63r,,230,pesos de oro común en reales,,"Contrato de compra-venta de Antonio de la Cruz, varón mulato esclavizado de 36 años de edad, realizado en la ciudad de México."
mx-sv-doc-001561,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Miguel, negro de Angola de 40 años",False,1651-01-01,1651,False,1651-01-01,1651,False,57v,,370,pesos de oro común en reales,,"Contrato de compra-venta de Miguel, varón negro de Angola esclavizado de 40 años de edad, realizado en la ciudad de México."
mx-sv-doc-000800,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Francisca de la Cruz, mulata criolla de la Ciudad de México de 22 años",False,1651-01-01,1651,,1651-01-01,1651,,11v,,380,pesos de oro común en reales,,"Contrato de compra-venta de Francisca de la Cruz, mujer mulata esclavizada de 22 años de edad, realizado en la ciudad de México."
mx-sv-doc-001560,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Toribio Cobián,Numero 110,,,vol,726,Carta de compra/venta,,"Luis Gonzalo, mulato criollo de la ciudad de México de 14 años",False,1649-01-01,1649,False,1649-01-01,1649,False,11v,,200,pesos de oro común en reales,,"Contrato de compra-venta de Luis Gonzalo, varón mulato criollo esclavizado de 14 años de edad, realizado en la ciudad de México."
mx-sv-doc-001559,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Andrés Moreno de Aldana,Numero 377,,,vol,2491,Carta de compra/venta,,"Maria de la Concepcion, mulata de la ciudad de México de 26 años",False,1665-01-01,1665,False,1665-01-01,1665,False,148v,,300,pesos de oro común en reales,,"Contrato de compra-venta de Maria de la Concepcion, mujer mulata esclavizada de 26 años de edad, realizado en la ciudad de México."
mx-sv-doc-000804,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Andrés Moreno de Aldana,Numero 377,,,vol,2491,Carta de compra/venta,,"Victoria, negra de Angola de 56 años",False,1665-01-01,1665,,1665-01-01,1665,,79r,,80,pesos de oro común en reales,,"Contrato de compra-venta de Victoria, mujer negra de Angola esclavizada de 56 años de edad, realizado en la ciudad de México."
mx-sv-doc-001558,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Andrés Moreno de Aldana,Numero 377,,,vol,2490,Carta de compra/venta,,"Miguel de la Cruz, negro criollo de la ciudad de México de 22 años",False,1658-01-01,1658,False,1658-01-01,1658,False,29r,,330,pesos de oro común en reales,,"Contrato de compra-venta de Miguel de la Cruz, varón negro criollo esclavizado de 22 años de edad, realizado en la ciudad de México."
mx-sv-doc-001557,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Juan de Cartagena Valdivia,Numero 113,,,vol,742,Carta de compra/venta,,"Ines, negra criolla de la ciudad de México",False,1699-01-01,1699,False,1699-01-01,1699,False,27v,,390,pesos de oro común en reales,,"Contrato de compra-venta de Ines, mujer negra criolla esclavizada, realizado en la ciudad de México."
mx-sv-doc-001556,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Juan de Cartagena Valdivia,Numero 113,,,vol,741,Carta de compra/venta,,"Lucia, mulata de la ciudad de México de 24 años",False,1698-01-01,1698,False,1698-01-01,1698,False,21r,,200,pesos de oro común en reales,,"Contrato de compra-venta de Lucia, mujer mulata esclavizada de 24 años de edad, realizado en la ciudad de México."
mx-sv-doc-001555,mx-sv-doc-000010,Acervo Histórico del Archivo General de Notarías de la ciudad de México,AHN-CDMX,,-Juan de Cartagena Valdivia,Numero 113,,,vol,740,Carta de compra/venta,,"Nicolasa, negra criolla de la ciudad de México de 26 años",False,1696-01-01,1696,False,1696-01-01,1696,False,31v,,425,pesos de oro común en reales,,"Contrato de compra-venta de Nicolasa, mujer negra criolla esclavizada de 26 años de edad, realizado en la ciudad de México."
